"Nome","Categoria","Website","Email","Telefone","Status"
"crianças num atl, atividades de tempos livre ...","Artes e Criatividade","https://www.google.pt/goto?url=CAESdAHrOzAVamSelPokxLfirwa-N-y_zgYHGSMCk6q_VkOnarioWhT8WHb0vZG4axenHC6bPTY7LPvk6DVBvKiqaWPC2w6f4WZfch-yrlZBWGvmdshmkPcfrVbHXxPtAGdy2GeyQrzon6oABjYLrPny2KzSQFBC","","","FALHOU_SITE"
"Campos de férias e ATL para artistas","Artes e Criatividade","https://www.google.pt/goto?url=CAESjgEB6zswFYVgYnKM6u8mnqizVFR5wsIzCbVyX82dPvb0m51Y0tRnPPS6lreC5CAM0rCKeJccVlRfh47-Uo_mjqSTOauEP7csQ26XBTSYFBI5BeyAk9fKooAcQLnlPn6jasczj-5rua_yb1x_YglhuPpEV3Ylhq5qVu8ya0Rqgf-0QhiQ9WM1nw7dYNU5YYwG","","915 521 115","FALHOU_SITE"
"Artes, Ateliers & Teatro para Crianças em Cascais","Artes e Criatividade","https://www.google.pt/goto?url=CAESdAHrOzAVhhQXeDiYwJmAv2PjUePUe9RdBL1o9juqGd91v1ZZpmQJ_2-dUEUfx4XLGMbEL1lJMYOjQfzwXLV79z8h7EuQmwJHeIhMDF7l71gJC5tUp_PtJ-NZdPvDSswy1__x10gelhqJ6D7GT4W37FZEyHmv","info@thekidsagenda.pt","","COMPLETO"
"Porto e Lisboa: Campos de férias e oficinas de verão para ...","Artes e Criatividade","https://www.google.pt/goto?url=CAESpwEB6zswFaofeQEcnmVOIwn8UgtjpDRxj4bR7PvOOCgaq7457XW13Ybz-tN91MLjEaTavBs0MJ9GSmE-RmtS1NKeNDBdr600iv28sZ2KHIpI6rleBy0KClOESug7DW9JVtq9jDAKQbH477NpvG0bNwwJ-WyDw9TJv4HJ-c76A7Cdmrg_tByWqIEknm0Jl7T1h-s50Bi7XkIHe23HWo30TdO_nsxWRZcAsg","academia@academiadegenios.pt","213 612 800","COMPLETO"
"FÉRIAS CRIATIVAS","Artes e Criatividade","https://www.google.pt/goto?url=CAESnwEB6zswFazjDBi_lIja_HXKrOKSUYLt5W4Y1R7uTCN1NB-Ml386ZvFltk7sLd1-WGEDoNM6Wtz8Al1cLxxvrbry-tiLBHTmMF_4YPeJUiaIDh9mkUX-pJe-fs-N6CuDMXAbawl1gcvtYMF_fn6uz421-cE1v9nfj3qdMibqwApzl41YmN9NLQTTYeEzHBi9CMNjkb3sW9Xg0FdabccDCrc","","","FALHOU_SITE"
"Campo de Férias Criativo em Lisboa na Penha de França","Artes e Criatividade","https://www.google.pt/goto?url=CAESgwEB6zswFc7JIQsvGnUKnlaHPAC6CiMYjn5LDl1qHw8GFlBGq90BwAUsxKvqhr511X19AOqr8FZxQz3pgzIflqGbDxU_Ewvr6lV-7t43wMwux2UuVsC1uadi3bA72g1Xor0KOLOEfacD32KIK2gFJNT36WHuvJ70Llm1MIhCpb9wC_le7g","","","FALHOU_SITE"
"Campos de férias","Desporto Geral","https://www.google.pt/goto?url=CAESZgHrOzAVqOROHHeWkWoDpldjHSBQDGhfWZTma2x1EaGLPBl6LGctI-e40rXuIzBl79nI_pHxGWWV5MKyQAOlzJJH6vPPQbG6IRm_OJW6N5BppJssKZfSzXXqHFdcEsJ6uxFgyD1UHQ","sportsclubcascais@gmail.com","+351 917 113 028","COMPLETO"
"Campos de Férias de Futebol no Benfica","Desporto Geral","https://www.google.pt/goto?url=CAESegHrOzAVFOrGi1wqvHncEMjRGjBH-G3c3O3neWNL_NbUuUhBPFRiOU4pPeIcZ12sx74ipnfzeT9-9OMwJZsh2MeUAvmH_JduzfH3UZIXnV0ue9orCcIwFDd2p4tWgsAEXn5k0l4dC_cBZe38TFfIm2udaiBTxGHIM0Zs","escoladefutebol@slbenfica.pt","932 401 904","COMPLETO"
"Campos de férias Futebol Lisboa 2026 - Juvigo","Desporto Geral","https://www.google.pt/goto?url=CAESegHrOzAVMX4zXE_6kkI4H2E6417bwhcQAuM3YgzfxDQjLBDGVunDPB0qof7_rKjkGC4Dvym2uhDKHeDmBCJckyAYzCIEKbAI6ys8QwEjsiUSfCvWjvnDo9bIJgtGmewlupdN5cS2DUr5QI-lVaiPXyHLy7E42MLnsDwP","escoladefutebol@slbenfica.pt","932 401 904","COMPLETO"
"Paris Saint-Germain Academy Portugal - Escolas e Estágios ...","Desporto Geral","https://www.google.pt/goto?url=CAESWAHrOzAVetSTwhKXLmAjoJ7HuvHo5L5Cf6Cjri6eFLW1Rs1WSHSxLa-_wWbasBp4IcLf6lYPNCWqJnYpniGao7HkmqK6YSO8JoJxzUYVVpS1fsQG_MfrCoM","","","FALHOU_SITE"
"Acampamentos de Futebol - Ertheo - Educação e Desporto","Desporto Geral","https://www.google.pt/goto?url=CAESWQHrOzAVWXHLM9uF_sLvPgxalCbhEhupBGFTp6YBbN1PEX_gyYdwllMjdRqcq7lwN3mEUcsLFy_3SGbkep4PqUrI4kQ2rVUJmpk_mvAnMPVuPvH7ef5RI9Tk","info@ertheo.com","204 061
080","COMPLETO"
"campodeferias | A Escolinha do Figo","Desporto Geral","https://www.google.pt/goto?url=CAESaQHrOzAV_uSc_R2G9iHJud8-l0Z3OcisgzHaaHz9fYjwkzS7heXVxS2rBa3TAQddD8DHuvXd-xe0WqmDNH6e6rATtAvT7dl7qBiBz2-FtJXCCcwFys9axbby-bD70Geeo_ZzRkR0OrA5mg","geral@aescolinhadofigo.com","+351 927163726","COMPLETO"
"VERÃO É NO GCP 2026","Desporto Geral","https://www.google.pt/goto?url=CAESaAHrOzAVSR421wQNQUNGt8FJ1QhPKXOrBD92bzcxM0b05pwzsqCXKSR5EX-ASdBmD9mZf7H3LmEkD5uz-MRea-27oVS7D-6HPzOJhSmpPZ1pxLm9wzMfkFgbCVZWCT8RfR8nnFNlgSrY","","213 841 580","FALHOU_SITE"
"CAMPOS DE FÉRIAS DE VERÃO PSG ACADEMY","Desporto Geral","https://www.google.pt/goto?url=CAESeQHrOzAVB8gFw6H-C4YjlpRwLSgziYyuJ7MgBGNKEiNzRd9VEjP6app37CP5YPcu8fUNeaRdzMFIRQwc-pSxIkQE6w0C65OyMzkNOL3diUHeIJpwGk_ONIb5xSWos-M3CdWy0J-kzCxwMtoFvO4STniiDTQuU64ftzs","contacto@urbansoccer.pt","932 168 065","COMPLETO"
"As tuas férias desportivas são aqui, no Sports club cascais. ...","Desporto Geral","https://www.google.pt/goto?url=CAESYAHrOzAVyegQonqaVnOQlpa00yPOnjDHbhbX8hBlIvGB41WfC7o9r1yHacFdkdONLR40SYvOUcqAiXPfWS0RFBEQ2gbus-oLJEpVnuR8JZ0lCNvEj5AjWeUgca_Yd2T5IA","","","FALHOU_SITE"
"Elite Sport Camp","Desporto Geral","https://www.google.pt/goto?url=CAESUgHrOzAV6p4uc6QDAJItQAVv2NFu_hBPeJarSRBCSp12BNgHDzuEcbPW9x6vovgAgN70r5Jm63wsfnK1z8HubOWiF53GxP_ldHsLAaJSBfqSUcY","geral@elitesportcamp.pt","+351 919 780 708","COMPLETO"
"Férias Desportivas - Estádio Universitário de Lisboa","Desporto Geral","https://www.google.pt/goto?url=CAESbgHrOzAVKSGKNfSbbh2_PoaTd-89tEYxJhFuoIP5vJv4CKkQswRdZf2otafTNnqxp6Eyv0XiVfw62lc6KqLDVQxth1XWXjX0pPU4LdzDF4w-RnBDWcN9kN4AzdRi3qvz3bfhhodYvpuRbw0ErGe9","desporto.ajuda@estadio.ulisboa.pt","+351 210 493 559","COMPLETO"
"Jamor para Todos - Centro Desportivo Nacional do Jamor - IPDJ","Desporto Geral","https://www.google.pt/goto?url=CAESfgHrOzAVSMwR3LCYqJE4NPXGQ_AtAhq6tuvNtnpVfYAZpfflugTEBfoGU4nbzvO6cDmvXtWiyIXeTLRq12hf16b53GfhnSgwi7b4m-5QQ46xjILdsBL7zQNaF7p2wEQEFCkN3YaLuMCu1wtskXduKV0FJFKCDe_34VJOTCwf2A","reservas.jamor@ipdj.pt","+351 210 540 312","COMPLETO"
"Lisboa Ginásio Clube – Férias Desportivas da Primavera ...","Desporto Geral","https://www.google.pt/goto?url=CAESkwEB6zswFfflh93PvmJspZl1jMoEwmOEnI_EzKY-G5Uw6ehdbroOqxhWRgRuZeLgcWC7yo45-wFUBtl6lyhtqasU76zSU3XBwaomQ5aH6AsVLw56jtztZvQxrBGf75cnXNR2YJoRk0_qI4gjk6tnac1WN0S3h4EbDkhcsXRU65MpP1K4mwjfPHa2iFiBuhwZtL2oGBM","hello@lisboa.events","","COMPLETO"
"O Melhor Football Camp em Lisboa no Verão!","Desporto Geral","https://www.google.pt/goto?url=CAESaAHrOzAV8Vr5dLjJhSQMWpL4sNKrQe0OMrWmaVgpbleTPtA7Yzzk1G65OK-okdtPBaDpQW9RDQwJ_Rybu--sGjbbPhmHtBZDhDoCGpJqVVXKTL2AwRItGb-tCI1hNDihGeL0bHh_MPRG","","","FALHOU_SITE"
"GAUDIUM SPORTS - Campos de férias","Desporto Geral","https://sites.google.com/view/gaudiumsports/campos-de-f%C3%A9rias","","","FALHOU_SITE"
"Campos de Férias Benfica: Futebol","Desporto Geral","https://www.google.pt/goto?url=CAEScgHrOzAVhqiyR4IAyGztg26H5L3BaSEuRb1flj4jLfGsiwDk3DrS9B_ZLF4MErkspmFcx29jUMIXsVRla0kcGC9WsF84IVFDd7DxvNQ526q-6EL6xZG0HPmxq_eznzp_BJ2ARv_ZoJthuFhjFfpHV5JLUA","","217 219 500","FALHOU_SITE"
"As inscrições para as tuas Férias de Verão com o Sporting CP ...","Desporto Geral","https://www.google.pt/goto?url=CAESnQEB6zswFU5M-yWKf3E7dUjwghXIDfbTIkOPeC0U4906aYmb0zYR-DIeOTKkrlTVYKjuM-LDeIYKvAkmG4sPDyKiMXEG1rMYeoEnrUSvccbva6bhD_A1fYqPVl98low3i_jI7kledQFq-ZfhbV1Pv3KYLO1WAlnN9Cnr-ZAUO4ZaiTZKCjxluU_LVdRrQjCQO32E7FXgU6w7VkwGrd1B","","","FALHOU_SITE"
"Campo de férias - WorldFootball","Desporto Geral","https://www.google.pt/goto?url=CAESZAHrOzAVvapbEoWWRpGzHa1PaRFXSjxKxhF7l-i0iB6r5wSmX-aOmZuD8YfRTJBUSZu-LJvP3BVbotEwgAJ1_gV1Wee9duVbFQggl0LN4ToJdr-Q2Mwuj53iqg9EV5oDirLNSL4","geral@wordfootball.pt","+351 910 227 650","COMPLETO"
"Atividades Outdoor - Adventure Park é o local ideal!","Aventura e Natureza","https://www.google.pt/goto?url=CAESgwEB6zswFYDp_pk-2sqsbzQLXLCRLp9ennHhZQYI2R89BQvlorkXEGNSL_Tt2QkABpH9tgmKsYTV3rdspcychy53D34ORNE3s5Vr2AioYbEfz8tc_6TWmO9hLRsBtmqnMIxhyES8t2FSiNshT1aaql9XWSYlpFyA3pbTyLVlya76cwUZLQ","comercial@adventurepark.pt","211 519 400","COMPLETO"
"Campo Jovem Campos de Férias Programas Escolares Nº1 ...","Aventura e Natureza","https://www.google.pt/goto?url=CAESUwHrOzAVQC_h3T6mWhLLNKjgbMk-NrKxpuXTL73Ib1uTxY0llNMIGgZ-1RY1kr9d_66uI7VjeFCsQYLErSeNPQWndHsFMlb5mEcNSzekuU7TIsaX","geral@campojovem.com","925 026 052","COMPLETO"
"Campos de férias Natureza 2026 - Juvigo","Aventura e Natureza","https://www.google.pt/goto?url=CAESdAHrOzAV5w3VWjt9MM0v4LTVtMp9Ob0UHx8jxpA5-lzlzz3eiYPfztZy_tJEy8AGSuHRBUmAcYF4F-_6JX7sGL86QqhtzAL_z8Oq2rBd6hDRzL-6ylwTg9eklp4Rv70VixEjWKAguoBxRnMnUYJkaSZYnzza","contacto@juvigo.pt","210 204 945","COMPLETO"
"Quais os Melhores Campos de Férias em Portugal?","Aventura e Natureza","https://www.google.pt/goto?url=CAESbQHrOzAVkxaSBVOswRAh8LqbCOgjhyxCZXSRpCY4T4RbcijzYes2ThF6K556aF6bebcebIidWrL7ahWzG0LjH3JjKyDCiUQn_3R6aU2YZBU5gLsivKFNQi-mjqVEPfAypxAt-HAdhJlmcCDHFwI","","","FALHOU_SITE"
"Férias de Verão na Natureza - Lisboa","Aventura e Natureza","https://www.google.pt/goto?url=CAESeQHrOzAVAp8UXEuADv2Njrt53Ae2A1FuUcjdYkYfHgSxK4O7P124kW6qz3_ZZovrIiRThacgHeSdpOvqoHBDb1R196WktNqIu0N6VM16RAY5Bbc3BJIkOECs-tZQxHlfoCCHwNmPORVeHl-Jh25dHvg8zOxtAp0HPU8","info@lisboacamping.com","+351 217 628 200","COMPLETO"
"O teu campo de verão na floresta em Setembro de 2026","Aventura e Natureza","https://www.google.pt/goto?url=CAESYAHrOzAVjwpkaa99f5KNY33RaIRu9oTLoWl0UWBaKaP6hw7h0g3TJ-IU39LItKJ4_NASqBaPZJ1n_Q3ysYOZSPVfd2dg56CndzScgzr03oQ6YsdrNzIwHj9LWWHQiRl2rg","info@escoladomato.com","914 820 585","COMPLETO"
"Campo Aventura","Aventura e Natureza","https://www.google.pt/goto?url=CAESVQHrOzAVos9XLfKCSS-Byy5Xcthla3ijbnbY4_tdbVR3OueCQZYlZJEApVxH6PVTZiXn-m5VgbM1XTk9WkHpYYxMDQyK9PycjloEnBeB0787HaAwaHw","geral@campoaventura.pt","+351 919 352 998","COMPLETO"
"Tempo de Aventura: Campo de Férias de Verão Cadaval","Aventura e Natureza","https://www.google.pt/goto?url=CAESVwHrOzAV2SIT1Ke9mfQrbLUowuPkeIUdOitQupH3GmW0IwLJjSQGyKiRO3lehELz6KVcOhdt69PoMDYl_FwdFuRMGoGHz5VP3CZrxHzQsp3zuZeAQUgkwg","","","FALHOU_SITE"
"Os melhores Campos de Férias para as crianças","Aventura e Natureza","https://www.google.pt/goto?url=CAESgAEB6zswFXDhVewNz7ttInUzTkdhNE4mTZpvvZoYhTLUpNib88-B33sYB1MTWtJwnwCFqnUV7n3pdKnL-ptnjrLG8rhqbSH8GCQhjK8lsAw80KJdWfrDIvpvTtnlBDD0fRVXJOuzMwRRR-Fyd2Bxc7gTJM1zrPmJBhQDcxQ6DE7jPg","info@moneylab.pt","965 517 611","COMPLETO"
"Atividades","Aventura e Natureza","https://www.google.pt/goto?url=CAESYgHrOzAVdFYxtyx7_Mv2oMQieK-Dp7GtwGgsebFuYmG7XCBo8OMVXja4c7I41WGnqnLrI3JTJZwWNa7hgtP2NNBmFlRoP0ERFu_XclXGaZJbcocqFldUN-dbkjBStGhsaM6T","geral@escolalafora.pt","+351 913 795 220","COMPLETO"
"Parques e atividades ao ar livre - Estrelas & Ouriços - SAPO","Aventura e Natureza","https://www.google.pt/goto?url=CAESdAHrOzAVeT-dO1Tc_CGWMAVlaoWCCwmXb7GMtxC2YG1xavEjuI-fmw2KD3XfJbmr_AzO7nCw2Z7Bht8Zpybi97gJwv82hPKY_BMPagub1gqy0f4_oYNB2BJPGrI7RjSwUs4UKpchcMwgVq_vl7R3FQWYCdKj","","","FALHOU_SITE"
"8 quintas pedagógicas para entreter as crianças no verão","Aventura e Natureza","https://www.google.pt/goto?url=CAESrgEB6zswFVorwCB6OPAWsTKcyPJPPzA1iRU3fnQV6O8MBVxnWkNp2auiNmrGpicwSTZD-4u4aprA7FJNj1QceaPPxoB_FYUTIc3y2nJv4X8DUOOQiXDKXLR0uWaHFPr1qk66ho7Td6VXvnibvJ-goagbGu3_sj_XI758lq1V2m0d9Tvd-R3XlhWvXVSSfswVaTbvp8IKbxp2Uj4LUuOgLfXk0uisLzbDSHmp3hlFQa0","","","FALHOU_SITE"
"Quinta da Escola","Aventura e Natureza","https://www.google.pt/goto?url=CAESUwHrOzAVJR0hnJjMKeAuQOHpu3q6oudlBQV0mmDkHwBUgFbn9SYCZSLrhxG7Dki3dG-jZwkU-2aTg65pQ1DB-ccSdFt1MYjunf7l1eL6obkLgJA2","info@quintadaescola.com","919 206 693","COMPLETO"
"Bem vindo a Natura","Aventura e Natureza","https://www.google.pt/goto?url=CAESWAHrOzAVyf7B_6K3bGxsRD2KOPzvil9H_hRc-OOOAo_LxIN0X3BjEBqCViWhs4omG8aV9HmdESY4__iEN8RExmYKIqTuVX4kblGWHF_TulqBvbDKDHw5PMk","","934 288 805","FALHOU_SITE"
"10 CAMPOS DE FÉRIAS DE VERÃO - Happy Kids","Aventura e Natureza","https://www.google.pt/goto?url=CAESdAHrOzAVDzljIiBgyjTKhQvB5_FMLBr_oH5EAuOsT0bcJVUVHXK8vHXBIsw7r2Fc7CV-YCdgXUhPB0SyuVi7UmgwqipVqd81uPlQ5Z5_IhX36s9IWP5ienNwsEJlf9I3cS5kE9SrGgVXS2JGC0Bqmkd1eERq","geral@happykids.pt","219456514","COMPLETO"
"Atividades ao Ar Livre","Aventura e Natureza","https://www.google.pt/goto?url=CAESagHrOzAVfN_sqA7twqyiY9ktq65qTK4L8Qc8q4Y5W0fiiUK2xr_5OnML0miABHkk6DwByegHNBdSonp46x3parX4fCHDHEjb3R630sd1A3Fn3ld-_WUvCyVAppFfld4OxxFHjTMzLtBGDdM","comunicacao@turismodocentro.pt","+351 234 420 760","COMPLETO"
"Alojamento para Férias na Natureza e em Conforto","Aventura e Natureza","https://www.google.pt/goto?url=CAESYAHrOzAVEFtaAAjUjybufcdG3AYiqk8JYAV04cmf-CUD1QTpCofaVUT15-FgOPPwzE1EDIG9niLLlrZtb5bRFGU9nRT9lB8XjIQQAVJmpTnUMUFuGtKISlhpvbhavCdolQ","azevim.nature@gmail.com","+351 251 034 621","COMPLETO"
"Campo de Férias em Tomar na Floresta com Arte e Natureza","Aventura e Natureza","https://www.google.pt/goto?url=CAEScgHrOzAVUBiPD5ALeml8Y9o8_PqPLJYDJ6BCJ3kO-jprebH4jbkpVdgXKQ3QQL4wEB8l2Q-jT9SFBof_Ebl_1aJhYcvrlYz7V63e_NiVUoDcHrvrSrhy3b3553gAzryiY-ioyEVPACaarRDMX0oNaoWtvg","","","FALHOU_SITE"
